"","Observation.id","Observation.date","Description","Media.file","Total.length","FPS","Oleamide.Exposure","Experimental.Day","Photoperiod","Human.Disturbance","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s.","Comment.start","Comment.stop","ind","obs","date","time","rtime","m1","m2","Subject_tax","newbehav","actlevel","newstart","newstop","newduration","rownum","stoptime","dur","row.id"
"1","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",0,1595.509,1595.509,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Hermit Crab","Stationary- Active",3,0,1595.509,1595.509,126,12:56:35.509,1595.509,NA
"2","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",0,71.931,71.931,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Hermit Crab","Stationary- Active",3,0,71.931,71.931,128,12:31:11.931,71.931,NA
"3","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab2","right",NA,NA,"STATE",0,447.407,447.407,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Hermit Crab","Right",NA,0,447.407,447.407,129,12:37:27.407,447.407,NA
"4","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",0,25.694,25.694,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Hermit Crab","Stationary- Active",3,0,25.694,25.694,130,12:30:25.694,25.694,NA
"5","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","left",NA,NA,"STATE",0,1286.24,1286.24,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Hermit Crab","Left",NA,0,1286.24,1286.24,131,12:51:26.240,1286.24,NA
"6","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Snail2","Stationary",NA,"Alert Sitting","STATE",0,189.272,189.272,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Snail","Stationary- Active",3,0,189.272,189.272,135,12:33:09.272,189.272,NA
"7","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Snail2","left",NA,NA,"STATE",0,1363.581,1363.581,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Snail","Left",NA,0,1363.581,1363.581,136,12:52:43.581,1363.581,NA
"8","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Under Refuge","Evasion",NA,"STATE",0,441.102,441.102,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Under Refuge",NA,0,441.102,441.102,140,12:37:21.102,441.102,NA
"9","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Stationary",NA,"Alert Sitting","STATE",0,431.834,431.834,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Swim Crab","Stationary- Active",3,0,431.834,431.834,141,12:37:11.834,431.834,NA
"10","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","left",NA,NA,"STATE",0,768.914,768.914,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Left",NA,0,768.914,768.914,142,12:42:48.914,768.914,NA
"11","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",0,834.746,834.746,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Swim Crab","Stationary- Active",3,0,834.746,834.746,143,12:43:54.746,834.746,NA
"12","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab2","right",NA,NA,"STATE",0,3653.57,3653.57,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Right",NA,0,3653.57,3653.57,144,13:30:53.570,3653.57,NA
"13","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab3","Under Refuge","Evasion",NA,"STATE",0,298.243,298.243,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Under Refuge",NA,0,298.243,298.243,145,12:34:58.243,298.243,NA
"14","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab3","Unobservable",NA,NA,"STATE",0,298.243,298.243,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Unobservable",NA,0,298.243,298.243,146,12:34:58.243,298.243,NA
"15","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab3","left",NA,NA,"STATE",0,1326.234,1326.234,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Left",NA,0,1326.234,1326.234,147,12:52:06.234,1326.234,NA
"16","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",0,79.997,79.997,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Hermit Crab","Stationary- Active",3,0,79.997,79.997,177,12:31:19.997,79.997,NA
"17","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","left",NA,NA,"STATE",0,221.4,221.4,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Hermit Crab","Left",NA,0,221.4,221.4,178,12:33:41.400,221.4,NA
"18","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",0,1406.028,1406.028,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Hermit Crab","Stationary- Active",3,0,1406.028,1406.028,179,12:53:26.028,1406.028,NA
"19","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",0,1585.301,1585.301,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Hermit Crab","Stationary- Active",3,0,1585.301,1585.301,181,12:56:25.301,1585.301,NA
"20","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Stationary",NA,"Alert Sitting","STATE",0,10.17,10.17,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,"Alert Sitting","","Swim Crab","Stationary- Active",3,0,10.17,10.17,192,12:30:10.170,10.17,NA
"21","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","left",NA,NA,"STATE",0,419.6,419.6,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Left",NA,0,419.6,419.6,193,12:36:59.600,419.6,NA
"22","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab2","Under Refuge","Evasion",NA,"STATE",0,3149.83,3149.83,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,NA,"","Swim Crab","Under Refuge",NA,0,3149.83,3149.83,194,13:22:29.830,3149.83,NA
"23","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab2","Stationary",NA,"Unknown","STATE",0,3150.57,3150.57,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:00,"Unknown","","Swim Crab","Stationary- Unknown",2,0,3150.57,3150.57,195,13:22:30.570,3150.57,NA
"24","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Roaming",NA,"None","STATE",10.171,40.488,30.317,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:10,"None","","Swim Crab","Roaming",4,10.171,40.488,30.317,225,12:30:40.317,30.317,NA
"25","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Roaming",NA,"None","STATE",25.695,110.281,84.586,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:30:26,"None","","Hermit Crab","Roaming",4,25.695,110.281,84.586,230,12:31:50.586,84.586,NA
"26","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Stationary",NA,"Alert Sitting","STATE",40.489,68.759,28.27,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:30:40,"Alert Sitting","","Swim Crab","Stationary- Active",3,40.489,68.759,28.27,233,12:31:08.270,28.27,NA
"27","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Roaming",NA,"None","STATE",68.76,300.731,231.971,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:31:09,"None","","Swim Crab","Roaming",4,68.76,300.731,231.971,242,12:35:00.971,231.971,NA
"28","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab2","Roaming",NA,"None","STATE",71.932,287.466,215.534,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:31:12,"None","","Hermit Crab","Roaming",4,71.932,287.466,215.534,245,12:34:47.534,215.534,NA
"29","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Roaming",NA,"None","STATE",79.998,85.487,5.489,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:31:20,"None","","Hermit Crab","Roaming",4,79.998,85.487,5.489,247,12:31:25.489,5.489,NA
"30","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",85.488,113.054,27.566,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:31:25,"Alert Sitting","","Hermit Crab","Stationary- Active",3,85.488,113.054,27.566,248,12:31:52.566,27.566,NA
"31","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",110.282,255.318,145.036,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:31:50,"Alert Sitting","","Hermit Crab","Stationary- Active",3,110.282,255.318,145.036,251,12:34:15.036,145.036,NA
"32","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Roaming",NA,"None","STATE",113.055,120.198,7.143,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:31:53,"None","","Hermit Crab","Roaming",4,113.055,120.198,7.143,252,12:32:00.143,7.143,NA
"33","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",120.199,150.31,30.111,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:32:00,"Alert Sitting","","Hermit Crab","Stationary- Active",3,120.199,150.31,30.111,254,12:32:30.111,30.111,NA
"34","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Roaming",NA,"None","STATE",150.311,247.167,96.856,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:32:30,"None","","Hermit Crab","Roaming",4,150.311,247.167,96.856,258,12:34:06.856,96.856,NA
"35","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Snail2","Roaming",NA,"None","STATE",189.273,292.725,103.452,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:33:09,"None","","Snail","Roaming",4,189.273,292.725,103.452,264,12:34:52.452,103.452,NA
"36","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","right",NA,NA,"STATE",221.401,752.422,531.021,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:33:41,NA,"","Hermit Crab","Right",NA,221.401,752.422,531.021,270,12:42:32.021,531.021,NA
"37","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",247.168,310.704,63.536,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:34:07,"Alert Sitting","","Hermit Crab","Stationary- Active",3,247.168,310.704,63.536,272,12:35:10.536,63.536,NA
"38","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Roaming",NA,"None","STATE",255.319,400.315,144.996,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:34:15,"None","","Hermit Crab","Roaming",4,255.319,400.315,144.996,273,12:36:39.996,144.996,NA
"39","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",287.467,375.089,87.622,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:34:47,"Alert Sitting","","Hermit Crab","Stationary- Active",3,287.467,375.089,87.622,279,12:36:14.622,87.622,NA
"40","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Snail2","Stationary",NA,"Alert Sitting","STATE",292.726,450.478,157.752,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:34:53,"Alert Sitting","","Snail","Stationary- Active",3,292.726,450.478,157.752,282,12:37:30.752,157.752,NA
"41","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab3","Roaming",NA,"None","STATE",298.244,318.243,19.999,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:34:58,"None","","Swim Crab","Roaming",4,298.244,318.243,19.999,284,12:35:17.999,19.999,NA
"42","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Stationary",NA,"Alert Sitting","STATE",300.732,320.217,19.485,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:35:01,"Alert Sitting","","Swim Crab","Stationary- Active",3,300.732,320.217,19.485,285,12:35:20.485,19.485,NA
"43","P13 d2_Short","9/7/22 12:25",NA,"/Volumes/McCoy Octo Data/PreyVideos/13/Sep7 (d2)/P13_d2_Short.mov",7203.2,29.97,"pre","2","day","yes","Swim Crab3","Stationary",NA,"Alert Sitting","STATE",303.96,432.623,128.663,NA,NA,"P13","d2_Short",22-09-07,"12:25:00",12:30:04,"Alert Sitting","","Swim Crab","Stationary- Active",3,303.96,432.623,128.663,286,12:32:12.663,128.663,NA
"44","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab1","Roaming",NA,"None","STATE",310.705,472.734,162.029,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:35:11,"None","","Hermit Crab","Roaming",4,310.705,472.734,162.029,287,12:37:53.029,162.029,NA
"45","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab3","Stationary",NA,"Alert Sitting","STATE",318.244,361.776,43.532,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:35:18,"Alert Sitting","","Swim Crab","Stationary- Active",3,318.244,361.776,43.532,289,12:36:01.532,43.532,NA
"46","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Roaming",NA,"None","STATE",320.218,340.217,19.999,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:35:20,"None","","Swim Crab","Roaming",4,320.218,340.217,19.999,290,12:35:39.999,19.999,NA
"47","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Stationary",NA,"Alert Sitting","STATE",340.218,358.296,18.078,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:35:40,"Alert Sitting","","Swim Crab","Stationary- Active",3,340.218,358.296,18.078,291,12:35:58.078,18.078,NA
"48","P13 d2_Short","9/7/22 12:25",NA,"/Volumes/McCoy Octo Data/PreyVideos/13/Sep7 (d2)/P13_d2_Short.mov",7203.2,29.97,"pre","2","day","yes","Snail3","Roaming",NA,"None","STATE",351.268,801.745,450.477,NA,NA,"P13","d2_Short",22-09-07,"12:25:00",12:30:51,"None","","Snail","Roaming",4,351.268,801.745,450.477,293,12:38:21.477,450.477,NA
"49","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Roaming",NA,"None","STATE",358.297,458.63,100.333,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:35:58,"None","","Swim Crab","Roaming",4,358.297,458.63,100.333,294,12:37:38.333,100.333,NA
"50","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab3","Unobservable",NA,NA,"STATE",361.777,429.877,68.1,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:36:02,NA,"","Swim Crab","Unobservable",NA,361.777,429.877,68.1,295,12:37:10.100,68.1,NA
"51","P13 d6_Short","9/11/22 12:24",NA,"/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov",7203.2,29.97,"exposure","6","day","yes","Hermit Crab2","Roaming",NA,"None","STATE",373.965,414.328,40.363,NA,NA,"P13","d6_Short",22-09-11,"12:24:00",12:30:14,"None","","Hermit Crab","Roaming",4,373.965,414.328,40.363,296,12:30:54.363,40.363,NA
"52","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab2","Roaming",NA,"None","STATE",375.09,460.893,85.803,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:36:15,"None","","Hermit Crab","Roaming",4,375.09,460.893,85.803,297,12:37:40.803,85.803,NA
"53","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",400.316,420.828,20.512,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:36:40,"Alert Sitting","","Hermit Crab","Stationary- Active",3,400.316,420.828,20.512,299,12:37:00.512,20.512,NA
"54","P13 d6_Short","9/11/22 12:24",NA,"/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov",7203.2,29.97,"exposure","6","day","yes","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",414.329,525.848,111.519,NA,NA,"P13","d6_Short",22-09-11,"12:24:00",12:30:54,"Alert Sitting","","Hermit Crab","Stationary- Active",3,414.329,525.848,111.519,303,12:32:45.519,111.519,NA
"55","P16 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","right",NA,NA,"STATE",419.601,1125.532,705.931,NA,NA,"P16","d2_Short",22-10-01,"12:30:00",12:37:00,NA,"","Swim Crab","Right",NA,419.601,1125.532,705.931,306,12:48:45.931,705.931,NA
"56","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Roaming",NA,"None","STATE",420.829,430.828,9.999,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:37:01,"None","","Hermit Crab","Roaming",4,420.829,430.828,9.999,307,12:37:10.999,9.999,NA
"57","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab3","Roaming",NA,"None","STATE",429.878,464.139,34.261,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:37:10,"None","","Swim Crab","Roaming",4,429.878,464.139,34.261,308,12:37:44.261,34.261,NA
"58","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",430.829,584.041,153.212,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:37:11,"Alert Sitting","","Hermit Crab","Stationary- Active",3,430.829,584.041,153.212,309,12:39:44.212,153.212,NA
"59","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Roaming",NA,"None","STATE",431.835,447.103,15.268,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:37:12,"None","","Swim Crab","Roaming",4,431.835,447.103,15.268,310,12:37:27.268,15.268,NA
"60","P13 d2_Short","9/7/22 12:25",NA,"/Volumes/McCoy Octo Data/PreyVideos/13/Sep7 (d2)/P13_d2_Short.mov",7203.2,29.97,"pre","2","day","yes","Swim Crab3","Unobservable",NA,NA,"STATE",432.624,745.46,312.836,NA,NA,"P13","d2_Short",22-09-07,"12:25:00",12:32:13,NA,"","Swim Crab","Unobservable",NA,432.624,745.46,312.836,311,12:37:25.836,312.836,NA
"61","P13 d6_Short","9/11/22 12:24",NA,"/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov",7203.2,29.97,"exposure","6","day","yes","Snail2","Stationary",NA,"Alert Sitting","STATE",444.255,554.254,109.999,NA,NA,"P13","d6_Short",22-09-11,"12:24:00",12:31:24,"Alert Sitting","","Snail","Stationary- Active",3,444.255,554.254,109.999,314,12:33:13.999,109.999,NA
"62","P13 d6_Short","9/11/22 12:24",NA,"/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov",7203.2,29.97,"exposure","6","day","yes","Snail2","left",NA,NA,"STATE",444.255,4956.337,4512.082,NA,NA,"P13","d6_Short",22-09-11,"12:24:00",12:31:24,NA,"","Snail","Left",NA,444.255,4956.337,4512.082,315,13:46:36.082,4512.082,NA
"63","P15 d2_Short","10/1/22 12:30",NA,"/Volumes/McCoy Octo Data/PreyVideos/15/Oct1 (d2)/P15_D2_Short.mov",5402.4,29.97,"pre","2","day","yes","Swim Crab1","Stationary",NA,"Alert Sitting","STATE",447.104,659.325,212.221,NA,NA,"P15","d2_Short",22-10-01,"12:30:00",12:37:27,"Alert Sitting","","Swim Crab","Stationary- Active",3,447.104,659.325,212.221,316,12:40:59.221,212.221,NA
