"","X","Observation.id","Observation.date","Description","Media.file","Total.length","FPS","Oleamide.Exposure","Experimental.Day","Photoperiod","Human.Disturbance","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s.","Comment.start","Comment.stop","ind","obs","date","time","rtime","m1","m2","Subject_tax","exposure","bottle","rphoto","newbehav","actlevel","block","newstart","newstop","newduration","row","rownum","stoptime","dur","row_id"
"1",8241,"Loki d2_Total","6/7/22 10:42",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki_d2_Total.mov",14207,29.97,"pre","2","day","yes","Swim Crab1","left",NA,NA,"STATE",7036.552,7059,22.578,NA,NA,"Loki","d2_Total",22-06-07,"10:42:00",12:39:17,NA,"","Swim Crab","pre","NA","crep","Left",NA,1,7036.552,7059,22.578,21,16,12:39:39.578,22.578,9
"2",8291,"Loki d2_Total","6/7/22 10:42",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki_d2_Total.mov",14207,29.97,"pre","2","day","yes","Snail3","right",NA,NA,"STATE",7160.231,9737,2576.692,NA,NA,"Loki","d2_Total",22-06-07,"10:42:00",12:41:20,NA,"","Snail","pre","NA","crep","Right",NA,1,7160.231,9737,2576.692,23,18,13:24:16.692,2576.692,11
"3",8409,"Loki d2_Total","6/7/22 10:42",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki_d2_Total.mov",14207,29.97,"pre","2","day","yes","Swim Crab3","left",NA,NA,"STATE",7550.116,8112,561.447,NA,NA,"Loki","d2_Total",22-06-07,"10:42:00",12:47:50,NA,"","Swim Crab","pre","NA","crep","Left",NA,1,7550.116,8112,561.447,24,19,12:57:11.447,561.447,12
"4",8748,"Loki d2_Total","6/7/22 10:42",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki_d2_Total.mov",14207,29.97,"pre","2","day","yes","Swim Crab2","left",NA,NA,"STATE",8531.371,8836,304.654,NA,NA,"Loki","d2_Total",22-06-07,"10:42:00",13:04:11,NA,"","Swim Crab","pre","NA","crep","Left",NA,1,8531.371,8836,304.654,27,21,13:09:15.654,304.654,14
"5",4435,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",1082.485,1252,169.115,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:31:02,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1082.485,1252,169.115,254,219,12:33:51.115,169.115,172
"6",4550,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Snail1","Under Refuge","Evasion",NA,"STATE",1139.8,1329,189.432,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:32:00,NA,"","Snail","pre","NA","crep","Under Refuge",NA,1,1139.8,1329,189.432,255,220,12:35:09.432,189.432,173
"7",4704,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab1","Stationary",NA,"Alert Sitting","STATE",1214.338,1252,37.262,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:33:14,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,1214.338,1252,37.262,257,221,12:33:51.262,37.262,174
"8",4791,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab1","Roaming",NA,"Within 1/2 tank L","STATE",1251.601,1336,84.652,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:33:52,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1251.601,1336,84.652,258,222,12:35:16.652,84.652,175
"9",4792,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Stationary",NA,"Alert Sitting","STATE",1251.601,1576,324.407,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:33:52,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,1251.601,1576,324.407,259,223,12:39:16.407,324.407,176
"10",4842,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",1275.712,1346,70.141,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:34:16,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1275.712,1346,70.141,260,224,12:35:26.141,70.141,177
"11",4970,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",1345.854,1534,188.507,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:35:26,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,1345.854,1534,188.507,262,225,12:38:34.507,188.507,178
"12",5282,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",1534.362,1769,234.537,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:38:34,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1534.362,1769,234.537,263,226,12:42:28.537,234.537,179
"13",5376,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Climb","Evasion",NA,"STATE",1576.009,1632,55.777,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:39:16,NA,"","Swim Crab","pre","NA","crep","Climb",NA,1,1576.009,1632,55.777,264,227,12:40:11.777,55.777,180
"14",5377,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",1576.009,1587,11.48,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:39:16,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1576.009,1587,11.48,265,228,12:39:27.480,11.48,181
"15",5398,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Within 1/2 tank L","STATE",1587.49,1610,22.77,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:39:27,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1587.49,1610,22.77,266,229,12:39:49.770,22.77,182
"16",5399,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","left",NA,NA,"STATE",1587.49,1610,22.77,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:39:27,NA,"","Swim Crab","pre","NA","crep","Left",NA,1,1587.49,1610,22.77,267,230,12:39:49.770,22.77,183
"17",5433,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",1610.261,1620,9.586,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:39:50,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1610.261,1620,9.586,269,231,12:39:59.586,9.586,184
"18",5434,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","right",NA,NA,"STATE",1610.261,1620,9.586,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:39:50,NA,"","Swim Crab","pre","NA","crep","Right",NA,1,1610.261,1620,9.586,270,232,12:39:59.586,9.586,185
"19",5445,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Within 1/2 tank L","STATE",1619.848,1624,4.428,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:40:00,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1619.848,1624,4.428,271,233,12:40:04.428,4.428,186
"20",5446,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","left",NA,NA,"STATE",1619.848,1624,4.428,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:40:00,NA,"","Swim Crab","pre","NA","crep","Left",NA,1,1619.848,1624,4.428,272,234,12:40:04.428,4.428,187
"21",5454,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",1624.277,1634,9.258,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:40:04,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1624.277,1634,9.258,273,235,12:40:13.258,9.258,188
"22",5455,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","right",NA,NA,"STATE",1624.277,2190,565.477,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:40:04,NA,"","Swim Crab","pre","NA","crep","Right",NA,1,1624.277,4378,2753.723,274,236,13:25:57.723,2753.723,189
"23",5468,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab3","Stationary",NA,"Alert Sitting","STATE",1633.536,2190,556.218,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:40:14,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,1633.536,2847,1213.464,275,237,13:00:27.464,1213.464,190
"24",5684,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",1768.9,1848,78.909,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:42:29,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,1768.9,1848,78.909,276,238,12:43:47.909,78.909,191
"25",5699,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Snail1","Roaming",NA,"Beyond 1/2 tank L","STATE",1787.724,2190,402.03,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:42:48,"Beyond 1/2 tank L","","Snail","pre","NA","crep","Roaming",4,1,1787.724,4347,2559.276,277,239,13:25:27.276,2559.276,192
"26",5700,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Snail1","right",NA,NA,"STATE",1787.724,2190,402.03,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:42:48,NA,"","Snail","pre","NA","crep","Right",NA,1,1787.724,4347,2559.276,278,240,13:25:27.276,2559.276,193
"27",5754,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",1847.81,1899,51.487,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:43:48,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1847.81,1899,51.487,279,241,12:44:39.487,51.487,194
"28",5805,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",1899.298,1930,30.783,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:44:39,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,1899.298,1930,30.783,280,242,12:45:09.783,30.783,195
"29",5811,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",1930.082,2105,175.175,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:45:10,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,1930.082,2105,175.175,281,243,12:48:05.175,175.175,196
"30",5885,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Within 1/2 tank L","STATE",2105.258,2190,84.496,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:48:05,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,2105.258,2258,152.742,282,244,12:50:37.742,152.742,197
"31",5886,"Loki D2File6","6/7/22 12:13",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File6.MOV",2190,29.97,"pre","2","night","no","Swim Crab2","left",NA,NA,"STATE",2105.258,2190,84.496,NA,NA,"Loki","D2File6",22-06-07,"12:13:00",12:48:05,NA,"","Swim Crab","pre","NA","crep","Left",NA,1,2105.258,2584,478.742,283,245,12:56:03.742,478.742,198
"32",1016,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Hermit Crab2","Unobservable",NA,NA,"STATE",0,2188,2187.585,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:49:00,NA,"","Hermit Crab","pre","NA","crep","Unobservable",NA,1,0,2974,2974,296,254,13:38:34.000,2974,207
"33",1022,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab1","Stationary",NA,"Unknown","STATE",0,696,696.347,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:49:00,"Unknown","","Swim Crab","pre","NA","crep","Stationary- Unknown",2,1,0,696,696.347,302,258,13:00:36.347,696.347,211
"34",1023,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab1","right",NA,NA,"STATE",0,2188,2187.585,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:49:00,NA,"","Swim Crab","pre","NA","crep","Right",NA,1,0,2188,2187.585,303,259,13:25:27.585,2187.585,212
"35",1024,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Unobservable",NA,NA,"STATE",0,24,24.086,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:49:00,NA,"","Swim Crab","pre","NA","crep","Unobservable",NA,1,0,24,24.086,304,260,12:49:24.086,24.086,213
"36",1026,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Within 1/2 tank L","STATE",0,112,111.677,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:49:00,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,0,112,111.677,306,261,12:50:51.677,111.677,214
"37",1027,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","left",NA,NA,"STATE",0,474,474.124,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:49:00,NA,"","Swim Crab","pre","NA","crep","Left",NA,1,0,474,474.124,307,262,12:56:54.124,474.124,215
"38",2568,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",67.883,127,59.122,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:50:08,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,67.883,127,59.122,309,263,12:51:07.122,59.122,216
"39",2599,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Snail1","Climb","Evasion",NA,"STATE",87.59,714,626.276,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:50:28,NA,"","Snail","pre","NA","crep","Climb",NA,1,87.59,714,626.276,310,264,13:00:54.276,626.276,217
"40",2625,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","Unobservable",NA,NA,"STATE",111.678,304,192.699,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:50:52,NA,"","Swim Crab","pre","NA","crep","Unobservable",NA,1,111.678,304,192.699,311,265,12:54:04.699,192.699,218
"41",2644,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Within 1/2 tank L","STATE",127.006,173,45.985,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:51:07,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,127.006,173,45.985,312,266,12:51:52.985,45.985,219
"42",2684,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",172.992,256,83.21,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:51:53,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,172.992,256,83.21,313,267,12:53:16.210,83.21,220
"43",2827,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Within 1/2 tank L","STATE",256.203,324,67.882,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:53:16,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,256.203,324,67.882,314,268,12:54:23.882,67.882,221
"44",2918,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Within 1/2 tank L","STATE",304.378,307,2.189,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:54:04,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,304.378,307,2.189,315,269,12:54:06.189,2.189,222
"45",2921,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","Stationary",NA,"Unknown","STATE",306.568,429,122.626,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:54:07,"Unknown","","Swim Crab","pre","NA","crep","Stationary- Unknown",2,1,306.568,429,122.626,316,270,12:56:09.626,122.626,223
"46",2947,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Octopus","Roaming",NA,"Identity","STATE",319.707,398,78.593,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:54:20,"Identity","","Octopus","pre","NA","crep","Roaming",4,1,319.707,398,78.593,317,271,12:55:38.593,78.593,224
"47",2958,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Stationary",NA,"Alert Sitting","STATE",324.086,392,67.882,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:54:24,"Alert Sitting","","Swim Crab","pre","NA","crep","Stationary- Active",3,1,324.086,392,67.882,318,272,12:55:31.882,67.882,225
"48",3139,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Within 1/2 tank L","STATE",391.969,394,1.827,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:55:32,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,391.969,394,1.827,319,273,12:55:33.827,1.827,226
"49",3141,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",393.797,726,331.839,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:55:34,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,393.797,726,331.839,320,274,13:01:05.839,331.839,227
"50",3150,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Octopus","Under Refuge","Evasion",NA,"STATE",398.301,2188,1789.284,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:55:38,NA,"","Octopus","pre","NA","crep","Under Refuge",NA,1,398.301,2632,2233.699,322,276,13:32:51.699,2233.699,229
"51",3151,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Octopus","Stationary",NA,"Alert Sitting","STATE",398.301,2188,1789.284,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:55:38,"Alert Sitting","","Octopus","pre","NA","crep","Stationary- Active",3,1,398.301,2632,2233.699,323,277,13:32:51.699,2233.699,230
"52",3207,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Within 1/2 tank L","STATE",429.195,474,44.929,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:56:09,"Within 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,429.195,474,44.929,324,278,12:56:53.929,44.929,231
"53",3286,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",474.125,631,156.529,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:56:54,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,474.125,631,156.529,325,279,12:59:30.529,156.529,232
"54",3318,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Clam1","Stationary",NA,"Unknown","STATE",494.889,2188,1692.696,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:57:15,"Unknown","","Clam","pre","NA","crep","Stationary- Inert",2,1,494.889,2188,1692.696,327,280,13:25:27.696,1692.696,233
"55",3582,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",656.932,862,205.386,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",12:59:57,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,656.932,862,205.386,329,281,13:03:22.386,205.386,234
"56",3665,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab1","Roaming",NA,"Beyond 1/2 tank L","STATE",696.348,726,29.788,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",13:00:36,"Beyond 1/2 tank L","","Swim Crab","pre","NA","crep","Roaming",4,1,696.348,726,29.788,330,282,13:01:05.788,29.788,235
"57",3679,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab1","Climb","Evasion",NA,"STATE",703.355,725,21.46,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",13:00:43,NA,"","Swim Crab","pre","NA","crep","Climb",NA,1,703.355,725,21.46,331,283,13:01:04.460,21.46,236
"58",3713,"Loki D2File7","6/7/22 12:49",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Loki/Jun7 (d2)/Loki D2File7.MOV",2188,29.97,"pre","2","night","no","Swim Crab2","Unobservable",NA,NA,"STATE",725.637,2065,1339.319,NA,NA,"Loki","D2File7",22-06-07,"12:49:00",13:01:06,NA,"","Swim Crab","pre","NA","crep","Unobservable",NA,1,725.637,2065,1339.319,332,284,13:23:25.319,1339.319,237
