"","X","Observation.id","Observation.date","Description","Media.file","Total.length","FPS","Oleamide.Exposure","Experimental.Day","Photoperiod","Human.Disturbance","Subject","Behavior","Behavioral.category","Modifiers","Behavior.type","Start..s.","Stop..s.","Duration..s.","Comment.start","Comment.stop","ind","obs","date","time","rtime","m1","m2","Subject_tax","exposure","bottle","rphoto","newbehav","actlevel","block","newstart","newstop","newduration","row","rownum","stoptime","dur","row_id"
"708",635,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab3","Roaming",NA,"Beyond 1/2 tank L","STATE",0,845,845.419,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,1,0,845,845.419,5016,4107,13:28:05.419,845.419,3639
"709",636,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab3","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Hermit Crab","active","post","night",NA,NA,1,0,2701,2701,5017,4108,13:59:01.000,2701,3640
"710",637,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Snail1","Climb","Evasion",NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Snail","active","post","night","Climb",NA,1,0,2701,2701,5018,4109,13:59:01.000,2701,3641
"711",638,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Snail1","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Snail","active","post","night",NA,NA,1,0,2701,2701,5019,4110,13:59:01.000,2701,3642
"712",639,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Snail2","Climb","Evasion",NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Snail","active","post","night","Climb",NA,1,0,2701,2701,5020,4111,13:59:01.000,2701,3643
"713",640,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Snail2","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Snail","active","post","night",NA,NA,1,0,2701,2701,5021,4112,13:59:01.000,2701,3644
"714",641,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Snail3","Climb","Evasion",NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Snail","active","post","night","Climb",NA,1,0,1801,1800.799,5022,4113,13:44:00.799,1800.799,3645
"715",643,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Swim Crab1","Burrow","Evasion",NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Swim Crab","active","post","night","Stationary- Burrowed",1,1,0,2701,2701,5024,4114,13:59:01.000,2701,3646
"716",644,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Swim Crab1","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Swim Crab","active","post","night",NA,NA,1,0,2701,2701,5025,4115,13:59:01.000,2701,3647
"717",645,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Swim Crab2","Unobservable",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Swim Crab","active","post","night","Unobservable",NA,1,0,2701,2701,5026,4116,13:59:01.000,2701,3648
"718",647,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Swim Crab3","Unobservable",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:00,NA,"","Swim Crab","active","post","night","Unobservable",NA,1,0,2701,2701,5028,4117,13:59:01.000,2701,3649
"719",2520,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab2","Burrow","Evasion",NA,"STATE",10.815,43,32.446,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:11,NA,"","Hermit Crab","active","post","night","Stationary- Burrowed",1,1,10.815,43,32.446,5029,4118,13:14:43.446,32.446,3650
"720",2543,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",43.262,92,48.669,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:14:43,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,43.262,92,48.669,5031,4119,13:15:31.669,48.669,3651
"721",2604,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab2","Stationary",NA,"Unknown","STATE",91.932,1801,1708.867,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:15:32,"Unknown","","Hermit Crab","active","post","night","Stationary- Unknown",2,1,91.932,1801,1708.867,5032,4120,13:44:00.867,1708.867,3652
"722",2621,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",108.156,323,214.584,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:15:48,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,108.156,323,214.584,5033,4121,13:19:22.584,214.584,3653
"723",2957,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",322.741,523,200.012,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:19:23,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,1,322.741,523,200.012,5034,4122,13:22:43.012,200.012,3654
"724",3352,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",522.754,600,77.261,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:22:43,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,522.754,600,77.261,5035,4123,13:24:00.261,77.261,3655
"725",3472,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",600.016,892,292.292,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:24:00,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,1,600.016,892,292.292,5036,4124,13:28:52.292,292.292,3656
"726",4052,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",892.309,1119,227.105,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:28:52,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,892.309,1119,227.105,5039,4125,13:32:39.105,227.105,3657
"727",4513,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Roaming",NA,"Within 1/2 tank L","STATE",1119.415,1451,331.678,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:32:39,"Within 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,1,1119.415,1451,331.678,5040,4126,13:38:10.678,331.678,3658
"728",4803,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab3","Burrow","Evasion",NA,"STATE",1254.61,1489,234.337,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:34:55,NA,"","Hermit Crab","active","post","night","Stationary- Burrowed",1,1,1254.61,1489,234.337,5041,4127,13:38:49.337,234.337,3659
"729",5126,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Roaming",NA,"Beyond 1/2 tank L","STATE",1451.094,1801,349.705,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:38:11,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,1,1451.094,1801,349.705,5042,4128,13:44:00.705,349.705,3660
"730",5127,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab1","Lontano",NA,NA,"STATE",1451.094,1801,349.705,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:38:11,NA,"","Hermit Crab","active","post","night",NA,NA,1,1451.094,2701,1249.906,5043,4129,13:59:00.906,1249.906,3661
"731",5195,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",1488.948,1640,151.418,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:38:49,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,1488.948,1640,151.418,5045,4130,13:41:20.418,151.418,3662
"732",5477,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Hermit Crab3","Burrow","Evasion",NA,"STATE",1640.367,1801,160.432,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:41:20,NA,"","Hermit Crab","active","post","night","Stationary- Burrowed",1,1,1640.367,2174,533.633,5046,4131,13:50:13.633,533.633,3663
"733",5711,"Haliai S1540006","7/12/22 13:14",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540006.MP4",1801,29.97,"exposure","6","crepuscular","no","Octopus","Color change",NA,"Light to Dark","POINT",1800.799,1801,NA,NA,NA,"Haliai","S1540006",22-07-12,"13:14:00",13:44:01,"Light to Dark","","Octopus","active","post","night","Color Change",NA,1,1800.799,2648,847.201,5047,4132,13:58:08.201,847.201,3664
"734",655,"Haliai S1540007","7/12/22 13:44",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540007.MP4",1801,29.97,"exposure","6","night","no","Hermit Crab1","Stationary",NA,"Alert Sitting","STATE",0,900,900,NA,NA,"Haliai","S1540007",22-07-12,"13:44:00",13:44:00,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,0,900,900,5055,4133,13:59:00.000,900,3665
"735",657,"Haliai S1540007","7/12/22 13:44",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540007.MP4",1801,29.97,"exposure","6","night","no","Hermit Crab2","Roaming",NA,"Beyond 1/2 tank L","STATE",0,88,88.326,NA,NA,"Haliai","S1540007",22-07-12,"13:44:00",13:44:00,"Beyond 1/2 tank L","","Hermit Crab","active","post","night","Roaming",4,1,0,88,88.326,5057,4134,13:45:28.326,88.326,3666
"736",665,"Haliai S1540007","7/12/22 13:44",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540007.MP4",1801,29.97,"exposure","6","night","no","Snail3","Unobservable",NA,NA,"STATE",0,900,900,NA,NA,"Haliai","S1540007",22-07-12,"13:44:00",13:44:00,NA,"","Snail","active","post","night","Unobservable",NA,1,0,900,900,5065,4135,13:59:00.000,900,3667
"737",2600,"Haliai S1540007","7/12/22 13:44",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540007.MP4",1801,29.97,"exposure","6","night","no","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",88.327,900,811.673,NA,NA,"Haliai","S1540007",22-07-12,"13:44:00",13:45:28,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,88.327,900,811.673,5070,4136,13:58:59.673,811.673,3668
"738",3091,"Haliai S1540007","7/12/22 13:44",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/S1540007.MP4",1801,29.97,"exposure","6","night","no","Hermit Crab3","Stationary",NA,"Alert Sitting","STATE",373.138,900,526.862,NA,NA,"Haliai","S1540007",22-07-12,"13:44:00",13:50:13,"Alert Sitting","","Hermit Crab","active","post","night","Stationary- Active",3,1,373.138,900,526.862,5071,4137,13:58:59.862,526.862,3669
"739",9308,"Haliai d6_Total","7/12/22 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/Haliai_d6_Total.mov",16033,29.97,"exposure","6","day","yes","Hermit Crab1","right",NA,NA,"STATE",10599.245,10965,366.217,NA,NA,"Haliai","d6_Total",22-07-12,"9:45:00",12:41:39,NA,"","Hermit Crab","active","post","crep","Right",NA,1,10599.245,10965,366.217,5110,4174,12:47:45.217,366.217,3695
"740",9321,"Haliai d6_Total","7/12/22 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/Haliai_d6_Total.mov",16033,29.97,"exposure","6","day","yes","Hermit Crab3","right",NA,NA,"STATE",10627.73,11246,618.713,NA,NA,"Haliai","d6_Total",22-07-12,"9:45:00",12:42:08,NA,"","Hermit Crab","active","post","crep","Right",NA,1,10627.73,11246,618.713,5111,4175,12:52:26.713,618.713,3696
"741",9505,"Haliai d6_Total","7/12/22 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/Haliai_d6_Total.mov",16033,29.97,"exposure","6","day","yes","Hermit Crab3","left",NA,NA,"STATE",11246.444,12410,1163.864,NA,NA,"Haliai","d6_Total",22-07-12,"9:45:00",12:52:26,NA,"","Hermit Crab","active","post","crep","Left",NA,1,11246.444,12410,1163.864,5113,4177,13:11:49.864,1163.864,3698
"742",9625,"Haliai d6_Total","7/12/22 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/Haliai_d6_Total.mov",16033,29.97,"exposure","6","day","yes","Octopus","left",NA,NA,"STATE",11737.383,11772,34.536,NA,NA,"Haliai","d6_Total",22-07-12,"9:45:00",13:00:37,NA,"","Octopus","active","post","crep","Left",NA,1,11737.383,11772,34.536,5114,4178,13:01:11.536,34.536,3699
"743",9632,"Haliai d6_Total","7/12/22 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/Haliai_d6_Total.mov",16033,29.97,"exposure","6","day","yes","Octopus","right",NA,NA,"STATE",11771.92,11781,9.008,NA,NA,"Haliai","d6_Total",22-07-12,"9:45:00",13:01:12,NA,"","Octopus","active","post","crep","Right",NA,1,11771.92,11781,9.008,5115,4179,13:01:21.008,9.008,3700
"744",9635,"Haliai d6_Total","7/12/22 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/Haliai_d6_Total.mov",16033,29.97,"exposure","6","day","yes","Octopus","left",NA,NA,"STATE",11780.929,11857,75.781,NA,NA,"Haliai","d6_Total",22-07-12,"9:45:00",13:01:21,NA,"","Octopus","active","post","crep","Left",NA,1,11780.929,11857,75.781,5116,4180,13:02:36.781,75.781,3701
"745",9804,"Haliai d6_Total","7/12/22 9:45",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July12 (exp)/Haliai_d6_Total.mov",16033,29.97,"exposure","6","day","yes","Hermit Crab3","right",NA,NA,"STATE",12410.309,13827,1416.2,NA,NA,"Haliai","d6_Total",22-07-12,"9:45:00",13:11:50,NA,"","Hermit Crab","active","post","crep","Right",NA,1,12410.309,13827,1416.2,5118,4182,13:35:26.200,1416.2,3703
"746",811,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Octopus","Feeding","Feeding","Benthic crabs","STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,"Benthic crabs","","Octopus","post","pre","crep","Feeding",3,1,0,3329,3329,5401,4401,13:26:29.000,3329,3884
"747",812,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Octopus","Under Refuge","Evasion",NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Octopus","post","pre","crep","Under Refuge",NA,1,0,3252,3252,5402,4402,13:25:12.000,3252,3885
"748",813,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Octopus","Stationary",NA,"Alert Sitting","STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,"Alert Sitting","","Octopus","post","pre","crep","Stationary- Active",3,1,0,3207,3207,5403,4403,13:24:27.000,3207,3886
"749",815,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Clam1","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Clam","post","pre","crep",NA,NA,1,0,3267,3267,5405,4404,13:25:27.000,3267,3887
"750",820,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Hermit Crab1","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Hermit Crab","post","pre","crep",NA,NA,1,0,3292,3292,5410,4405,13:25:52.000,3292,3888
"751",822,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Hermit Crab2","Vicinity",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Hermit Crab","post","pre","crep",NA,NA,1,0,2244,2244,5412,4406,13:08:24.000,2244,3889
"752",823,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Hermit Crab3","Stationary",NA,"Unknown","STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,"Unknown","","Hermit Crab","post","pre","crep","Stationary- Unknown",2,1,0,2924,2924,5413,4407,13:19:44.000,2924,3890
"753",824,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Hermit Crab3","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Hermit Crab","post","pre","crep",NA,NA,1,0,3292,3292,5414,4408,13:25:52.000,3292,3891
"754",825,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Snail1","Under Refuge","Evasion",NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Snail","post","pre","crep","Under Refuge",NA,1,0,3602,3602,5415,4409,13:31:02.000,3602,3892
"755",826,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Snail1","Stationary",NA,"Unknown","STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,"Unknown","","Snail","post","pre","crep","Stationary- Inert",2,1,0,3450,3450,5416,4410,13:28:30.000,3450,3893
"756",827,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Snail1","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Snail","post","pre","crep",NA,NA,1,0,3292,3292,5417,4411,13:25:52.000,3292,3894
"757",828,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Snail2","Roaming",NA,"Beyond 1/2 tank L","STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,"Beyond 1/2 tank L","","Snail","post","pre","crep","Roaming",4,1,0,3602,3602,5418,4412,13:31:02.000,3602,3895
"758",829,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Snail2","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Snail","post","pre","crep",NA,NA,1,0,3292,3292,5419,4413,13:25:52.000,3292,3896
"759",830,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Snail3","Climb","Evasion",NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Snail","post","pre","crep","Climb",NA,1,0,3602,3602,5420,4414,13:31:02.000,3602,3897
"760",832,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Swim Crab1","Lontano",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Swim Crab","post","pre","crep",NA,NA,1,0,3292,3292,5422,4415,13:25:52.000,3292,3898
"761",833,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Swim Crab2","Unobservable",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Swim Crab","post","pre","crep","Unobservable",NA,1,0,3602,3602,5423,4416,13:31:02.000,3602,3899
"762",834,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Swim Crab3","Unobservable",NA,NA,"STATE",0,1801,1800.799,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:31:00,NA,"","Swim Crab","post","pre","crep","Unobservable",NA,1,0,3602,3602,5424,4417,13:31:02.000,3602,3900
"763",2650,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Clam1","Stationary",NA,"Alert Sitting","STATE",140.602,930,789.539,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:33:21,"Alert Sitting","","Clam","post","pre","crep","Stationary- Active",3,1,140.602,930,789.539,5425,4418,12:46:30.539,789.539,3901
"764",2866,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Hermit Crab2","Stationary",NA,"Alert Sitting","STATE",277.6,564,286.613,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:35:38,"Alert Sitting","","Hermit Crab","post","pre","crep","Stationary- Active",3,1,277.6,564,286.613,5426,4419,12:40:24.613,286.613,3902
"765",3411,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Hermit Crab2","Roaming",NA,"Within 1/2 tank L","STATE",564.214,1801,1236.585,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:40:24,"Within 1/2 tank L","","Hermit Crab","post","pre","crep","Roaming",4,1,564.214,2244,1679.786,5427,4420,13:08:23.786,1679.786,3903
"766",4134,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Clam1","Stationary",NA,"Unknown","STATE",930.142,1801,870.657,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:46:30,"Unknown","","Clam","post","pre","crep","Stationary- Inert",2,1,930.142,3602,2671.858,5428,4421,13:31:01.858,2671.858,3904
"767",5450,"Haliai S1600005","7/15/22 12:31",NA,"/Volumes/McCoy Octo Data/OctopusVideos/Haliai/July15 (post)/S1600005.MP4",1801,29.97,"post","9","day","no","Hermit Crab1","Burrow","Evasion",NA,"STATE",1622.341,1687,64.893,NA,NA,"Haliai","S1600005",22-07-15,"12:31:00",12:58:02,NA,"","Hermit Crab","post","pre","crep","Stationary- Burrowed",1,1,1622.341,1687,64.893,5429,4422,12:59:06.893,64.893,3905
