,Observation id,Observation date,Description,Media file,Total length,FPS,Oleamide Exposure,Experimental Day,Photoperiod,Human Disturbance,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop,ind,obs,date,time,rtime
1796,P13 d9_Short,9/14/22 12:13,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep14 (post)/P13_d9_Short.mov,9004,29.97,post,9,day,no,Hermit Crab3,Roaming,NA,None,STATE,3512.142,3781.943,269.801,NA,NA,P13,d9_Short,9/14/22,12:13:00,13:11:32
1797,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Hermit Crab1,right third,NA,NA,STATE,3515.09,3771.384,256.294,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:28:35
1798,P13 d9_Short,9/14/22 12:13,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep14 (post)/P13_d9_Short.mov,9004,29.97,post,9,day,no,Swim Crab3,Stationary,NA,Alert Sitting,STATE,3516.574,3823.497,306.923,NA,NA,P13,d9_Short,9/14/22,12:13:00,13:11:37
1799,P15 d9_Short,10/7/22 12:18,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct7 (post)/P15_d9_Short.mov,9004,29.97,post,9,day,yes,Swim Crab1,Roaming,NA,None,STATE,3518.513,3621.523,103.01,NA,NA,P15,d9_Short,10/7/22,12:18:00,13:16:39
1800,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Swim Crab1,Roaming,NA,None,STATE,3519.211,3785.208,265.997,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:28:39
1801,P16 d2_Short,10/1/22 12:30,NA,/Volumes/McCoy Octo Data/PreyVideos/16/Oct1 (d2)/P16_D2_Short.mov,5402.4,29.97,pre,2,day,yes,Hermit Crab1,Stationary,NA,Alert Sitting,STATE,3519.944,3568.481,48.537,NA,NA,P16,d2_Short,10/1/22,12:30:00,13:28:40
1802,P15 d6_Short,10/4/22 12:17,NA,/Volumes/McCoy Octo Data/PreyVideos/15/Oct4 (exp)/P15_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab2,Stationary,NA,Alert Sitting,STATE,3525.687,3571.25,45.563,NA,NA,P15,d6_Short,10/4/22,12:17:00,13:15:46
1803,P13 d6_Short,9/11/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Hermit Crab2,Stationary,NA,Alert Sitting,STATE,3525.888,3645.887,119.999,NA,NA,P13,d6_Short,9/11/22,12:24:00,13:22:46
1804,P13 d6_Short,9/11/22 12:24,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep11 (exp)/P13_d6_Short.mov,7203.2,29.97,exposure,6,day,yes,Swim Crab2,Stationary,NA,Alert Sitting,STATE,3528.958,3555.224,26.266,NA,NA,P13,d6_Short,9/11/22,12:24:00,13:22:49
1805,P13 d9_Short,9/14/22 12:13,NA,/Volumes/McCoy Octo Data/PreyVideos/13/Sep14 (post)/P13_d9_Short.mov,9004,29.97,post,9,day,no,Swim Crab2,Roaming,NA,None,STATE,3534.257,3614.256,79.999,NA,NA,P13,d9_Short,9/14/22,12:13:00,13:11:54
